renda,divida,score,tempo_emprego,idade,classe
0.6132,1,0.286,0.1875,0.7,ruim
0.11968,0.182435,0.906,0.4625,0.44,bom
0.68226,0.491095,0.212,0.36666666666667,0.55,ruim
0.25736,0.419495,0.641,0.2375,0.67,bom
0.04938,0.068345,0.702,0.51666666666667,0.57,bom
0.889,0.230685,0.561,0.48333333333333,0.64,bom
0.77814,0.19566,0.455,0.03125,0.25,bom
0.16578,0.112465,0.695,0.19583333333333,0.52,bom
0.89614,1,0.241,0.1625,0.32,ruim
0.17912,0.23575,0.499,0.22083333333333,0.31,bom
0.56588,0.84415,0.408,0.81041666666667,0.63,bom
0.55126,0.15908,0.832,0.29583333333333,0.57,bom
0.82954,1,0.689,0.67708333333333,0.6,ruim
0.73282,0.8647,0.762,0.70833333333333,0.7,bom
0.19022,0.12701,0.916,0.83125,0.62,bom
0.97624,1,0.238,0.93958333333333,0.6,ruim
0.48284,0.363885,0.214,0.59791666666667,0.54,bom
0.72504,0.12739,0.581,0.22291666666667,0.55,bom
0.13554,0.315925,0.309,0.15416666666667,0.41,ruim
0.52866,0.882435,0.79,0.1,0.52,ruim
0.58192,0.742935,0.453,0.56875,0.53,bom
0.3589,0.547805,0.274,0.066666666666667,0.39,ruim
0.23378,0.20889,0.243,0.0083333333333333,0.2,ruim
0.08096,0.006365,0.86,0.0125,0.37,bom
0.11414,0.24219,0.971,0,0.18,bom
0.61756,0.34698,0.377,0.29166666666667,0.3,bom
0.5814,0.664015,0.6,0.50833333333333,0.41,bom
0.98234,0.694495,0.509,0.2375,0.69,bom
0.75964,1,0.785,0.18125,0.66,ruim
0.20044,0.212685,0.788,0.075,0.39,bom
0.8472,1,0.27,0.05,0.39,ruim
0.08672,0.15101,0.198,0.54791666666667,0.67,bom
0.34794,0.59936,0.535,0.041666666666667,0.37,ruim
0.2277,0.49798,0.97,0.47083333333333,0.48,bom
0.03288,0.028685,0.642,0.28541666666667,0.62,bom
0.04104,0.0581,0.118,0.24375,0.33,ruim
0.08386,0.11806,0.421,0.14583333333333,0.29,bom
0.28466,0.291325,0.609,0.0375,0.41,bom
0.67876,1,0.626,0.039583333333333,0.48,ruim
0.83546,0.171435,0.465,0.65,0.57,bom
0.1316,0.036475,0.54,0.4875,0.41,bom
0.88436,0.43436,0.36,0.55,0.47,bom
0.33684,0.7996,0.256,0.27708333333333,0.53,ruim
0.65244,0.12803,0.775,0.11875,0.26,bom
0.59766,1,0.198,0.05,0.2,ruim
0.38776,0.10608,0.14,0.65833333333333,0.55,bom
0.78876,1,0.984,0.03125,0.44,bom
0.36012,0.70822,0.672,0.1,0.33,ruim
0.34432,0.221125,0.707,0.010416666666667,0.2,bom
0.28124,0.542235,0.576,0.22083333333333,0.28,bom
0.96678,0.07526,0.307,0.34791666666667,0.35,bom
0.17404,0.01196,0.16,0.33541666666667,0.51,bom
0.63426,1,0.547,0.041666666666667,0.25,ruim
0.07168,0.11656,0.32,0.49791666666667,0.45,bom
0.63418,0.086935,0.268,0.75625,0.6,bom
0.27806,0.45147,0.415,0.40208333333333,0.44,bom
0.18114,0.33182,0.903,0.0625,0.38,bom
0.23702,0.15927,0.748,0.079166666666667,0.37,bom
0.85452,1,0.866,0.69583333333333,0.58,bom
0.28518,0.4252,0.648,0.6625,0.51,bom
0.85198,1,0.626,0.55208333333333,0.54,ruim
0.48268,1,0.969,0.72291666666667,0.67,bom
0.89278,0.684695,0.182,0.10833333333333,0.44,ruim
0.40766,0.097375,0.118,0.2625,0.29,bom
0.18494,0.32776,0.789,0.47708333333333,0.62,bom
0.60306,0.988385,0.483,0.61666666666667,0.43,bom
0.38876,0.262455,0.864,0.30416666666667,0.62,bom
0.81542,0.9712,0.222,0.56875,0.6,ruim
0.22158,0.222565,0.31,0.014583333333333,0.19,ruim
0.86884,1,0.126,0.1,0.24,ruim
0.9187,1,0.599,0.010416666666667,0.22,ruim
0.09172,0.043615,0.618,0.00625,0.19,bom
0.24722,0.09766,0.193,0.86875,0.54,bom
0.77752,0.564785,0.944,0.070833333333333,0.27,bom
0.56246,0.51455,0.795,0.21666666666667,0.64,bom
0.39428,0.952615,0.324,0.78541666666667,0.65,ruim
0.2313,0.37305,0.874,0.22083333333333,0.66,bom
0.47754,0.71089,0.653,0.59791666666667,0.61,bom
0.1418,0.22258,0.75,0.59375,0.6,bom
0.23476,0.533205,0.34,0.08125,0.38,ruim
0.7751,1,0.75,0.34375,0.6,bom
0.18302,0.159205,0.574,0.20625,0.4,bom
0.46558,0.042245,0.43,0.10416666666667,0.24,bom
0.94404,1,0.462,0.79375,0.66,ruim
0.48238,0.13673,0.236,0.2625,0.52,bom
0.85184,1,0.693,0.39166666666667,0.66,ruim
0.9268,0.309835,0.666,0.0125,0.43,bom
0.84694,1,0.946,0.64791666666667,0.46,bom
0.2285,0.344475,0.823,0.34375,0.38,bom
0.48408,0.63391,0.97,0.73541666666667,0.54,bom
0.61666,0.81831,0.387,0.085416666666667,0.22,ruim
0.32514,0.114105,0.273,0.84583333333333,0.53,bom
0.27804,0.113795,0.937,0.14166666666667,0.68,bom
0.87392,1,0.833,0.275,0.54,ruim
0.0423,0.02285,0.144,0.0083333333333333,0.19,ruim
0.9608,1,0.237,0.20625,0.65,ruim
0.77894,0.73173,0.869,0.83541666666667,0.63,bom
0.44304,0.37536,0.599,0.42916666666667,0.41,bom
0.72222,1,0.282,0.44375,0.49,ruim
0.7221,0.39452,0.716,0.10625,0.28,bom
0.20924,0.21378,0.31,0.083333333333333,0.23,ruim
0.47912,0.19477,0.306,0.035416666666667,0.29,ruim
0.81138,0.36434,0.564,0.12083333333333,0.26,bom
0.68202,0.97952,0.654,0.066666666666667,0.26,ruim
0.84814,1,0.608,0.18541666666667,0.66,ruim
0.35574,0.853615,0.946,0.23125,0.59,bom
0.46532,0.49401,0.277,0.40416666666667,0.48,ruim
0.3077,0.55614,0.426,0.11041666666667,0.35,ruim
0.36782,0.453605,0.538,0.085416666666667,0.24,ruim
0.17114,0.01805,0.609,0.93541666666667,0.62,bom
0.8492,1,0.128,0.22916666666667,0.38,ruim
0.7079,1,0.466,0.50208333333333,0.66,ruim
0.57808,0.371885,0.73,0.54375,0.59,bom
0.38176,0.89201,0.212,0.11041666666667,0.27,ruim
0.1257,0.0089,0.731,0.27708333333333,0.6,bom
0.3476,0.02712,0.612,0.10208333333333,0.26,bom
0.38412,0.38571,0.686,0.175,0.38,bom
0.1279,0.000565,0.161,0.64375,0.58,bom
0.68398,0.250455,0.738,0.13125,0.25,bom
0.13864,0.023385,0.563,0.59375,0.55,bom
0.39694,0.508535,0.262,0.041666666666667,0.21,ruim
0.98298,1,0.474,0.72708333333333,0.52,ruim
0.82966,1,0.272,0.45416666666667,0.6,ruim
0.17368,0.365675,0.39,0.016666666666667,0.25,ruim
0.5585,0.547805,0.491,0.66666666666667,0.61,bom
0.62596,1,0.392,0.27708333333333,0.37,ruim
0.04822,0.09925,0.251,0.95,0.58,bom
0.22158,0.441175,0.708,0.27916666666667,0.42,bom
0.13838,0.298855,0.556,0.22916666666667,0.29,bom
0.7454,1,0.491,0.20208333333333,0.27,ruim
0.46508,0.555775,0.221,0.64166666666667,0.48,bom
0.9131,1,0.208,0.079166666666667,0.32,ruim
0.59574,0.859765,0.724,0.21458333333333,0.58,bom
0.32692,0.354215,0.649,0.95625,0.68,bom
0.64922,1,0.938,0.72291666666667,0.7,bom
0.19734,0.289555,0.408,0,0.18,ruim
0.32418,0.187715,0.309,0.12291666666667,0.23,ruim
0.49512,0.244495,0.756,0.033333333333333,0.2,bom
0.88318,0.458135,0.901,0.25416666666667,0.38,bom
0.52904,0.61236,0.337,0.066666666666667,0.33,ruim
0.86262,1,0.736,0.26041666666667,0.3,ruim
0.10608,0.26496,0.752,0.13333333333333,0.36,bom
0.88498,0.48611,0.313,0.54583333333333,0.42,bom
0.51718,1,0.849,0.66875,0.68,bom
0.31144,0.116095,0.718,0.57916666666667,0.69,bom
0.86134,1,0.692,0.14166666666667,0.47,ruim
0.5064,0.02226,0.959,0.095833333333333,0.51,bom
0.90412,0.15822,0.363,0.46666666666667,0.66,bom
0.22244,0.20098,0.239,0.24791666666667,0.55,ruim
0.69478,0.586895,0.82,0.37083333333333,0.6,bom
0.25692,0.36342,0.957,0.19375,0.41,bom
0.19436,0.28191,0.627,0.19166666666667,0.42,bom
0.18586,0.133015,0.137,0.53333333333333,0.49,bom
0.06138,0.124195,0.818,0.08125,0.23,bom
0.21386,0.11701,0.726,0.48958333333333,0.7,bom
0.12524,0.046925,0.645,0.0020833333333333,0.2,bom
0.09198,0.211825,0.489,0.25416666666667,0.62,bom
0.76498,1,0.189,0.125,0.28,ruim
0.78604,0.94792,0.315,0.10625,0.34,ruim
0.03296,0.00383,0.183,0.22291666666667,0.29,ruim
0.81634,0.90384,0.819,0.020833333333333,0.24,bom
0.91508,1,0.358,0.64375,0.51,ruim
0.32122,0.59338,0.856,0,0.18,bom
0.08688,0.0699,0.357,0.96041666666667,0.57,bom
0.64664,0.081655,0.675,0.65416666666667,0.52,bom
0.60694,0.1747,0.459,0.020833333333333,0.19,bom
0.48592,0.110085,0.405,0.93958333333333,0.68,bom
0.35462,0.55708,0.461,0.0625,0.54,ruim
0.99438,0.96672,0.66,0.066666666666667,0.23,ruim
0.09842,0.065685,0.253,0.50833333333333,0.4,bom
0.60068,0.048255,0.75,0.27708333333333,0.32,bom
0.49434,1,0.271,0.01875,0.2,ruim
0.75052,0.23285,0.917,0,0.18,bom
0.10374,0.092465,0.299,0.10208333333333,0.33,ruim
0.54294,1,0.805,0.029166666666667,0.2,ruim
0.97322,1,0.453,0.21666666666667,0.3,ruim
0.53932,0.485635,0.165,0.36041666666667,0.34,ruim
0.39398,0.873805,0.647,0.675,0.46,bom
0.08454,0.07958,0.497,0.083333333333333,0.22,bom
0.99722,1,0.574,0.60416666666667,0.5,ruim
0.08962,0.06132,0.956,0.66041666666667,0.49,bom
0.90742,1,0.38,0.14375,0.6,ruim
0.57246,0.37979,0.238,0.53333333333333,0.47,bom
0.51656,0.78729,0.9,0.35208333333333,0.33,bom
0.14012,0.00359,0.169,0.225,0.47,ruim
0.84466,0.059725,0.368,0.027083333333333,0.2,bom
0.07724,0.05111,0.961,0.15416666666667,0.63,bom
0.91332,0.336615,0.297,0.90208333333333,0.68,bom
0.81474,0.67422,0.833,0,0.18,bom
0.69706,0.655585,0.491,0.24583333333333,0.43,bom
0.25988,0.10107,0.278,0.15208333333333,0.56,bom
0.9834,0.467625,0.435,0,0.18,bom
0.33052,0.19234,0.705,0.15,0.42,bom
0.76926,1,0.495,0.37916666666667,0.48,ruim
0.35812,0.848795,0.399,0.64583333333333,0.5,ruim
0.0997,0.05469,0.661,0.91875,0.62,bom
0.68184,1,0.114,0.77291666666667,0.65,ruim
0.0517,0.12442,0.489,0.21458333333333,0.52,bom
0.38274,0.95241,0.511,0.06875,0.36,ruim
0.46744,1,0.504,0.020833333333333,0.21,ruim
0.44744,0.102995,0.436,0.41875,0.39,bom
0.47166,0.2853,0.909,0.77291666666667,0.57,bom
0.42968,0.13608,0.899,0.82291666666667,0.66,bom
0.80784,1,0.567,0.010416666666667,0.19,ruim
0.81456,1,0.118,0.72083333333333,0.55,ruim
0.67262,0.75327,0.243,0.03125,0.5,ruim
0.32866,0.68526,0.936,0.21041666666667,0.39,bom
0.58756,0.46875,0.635,0.41875,0.45,bom
0.5304,0.632735,0.692,0.12291666666667,0.23,bom
0.29982,0.707495,0.236,0.010416666666667,0.2,ruim
0.13476,0.282035,0.804,0.033333333333333,0.5,bom
0.23784,0.31689,0.381,0.45625,0.7,bom
0.38736,0.823135,0.496,0.95,0.62,bom
0.09288,0.13623,0.548,0.33541666666667,0.36,bom
0.97738,1,0.179,0.045833333333333,0.22,ruim
0.40476,0.69909,0.432,0.36041666666667,0.69,ruim
0.52106,0.471615,0.816,0.06875,0.22,bom
0.89886,0.061025,0.84,0.17083333333333,0.35,bom
0.4283,0.67231,0.414,0.11666666666667,0.27,ruim
0.73764,1,0.876,0.69791666666667,0.67,bom
0.4616,0.419205,0.237,0.014583333333333,0.2,ruim
0.84574,0.027245,0.927,0.03125,0.7,bom
0.1905,0.26427,0.444,0.05625,0.61,ruim
0.17612,0.24254,0.117,0.10208333333333,0.42,ruim
0.77628,0.33112,0.302,0.40208333333333,0.56,bom
0.8666,0.40456,0.665,0.054166666666667,0.24,bom
0.935,1,0.599,0.60208333333333,0.57,bom
0.82936,0.92406,0.365,1,0.61,bom
0.25688,0.628015,0.796,0.11875,0.25,bom
0.9165,1,0.706,0.04375,0.2,ruim
0.50914,0.51378,0.696,0.0020833333333333,0.23,bom
0.46972,0.99314,0.759,0.22083333333333,0.58,ruim
0.80328,1,0.699,0.94583333333333,0.59,ruim
0.04682,0.100155,0.519,0.65208333333333,0.63,bom
0.23316,0.083855,0.964,0.325,0.42,bom
0.47916,1,0.173,0.022916666666667,0.29,ruim
0.14714,0.034505,0.883,0.19375,0.36,bom
0.68656,0.75969,0.687,0.98541666666667,0.68,bom
0.1184,0.191135,0.165,0.18541666666667,0.43,ruim
0.30266,0.079965,0.666,0.675,0.66,bom
0.2758,0.36351,0.119,0.23541666666667,0.32,ruim
0.80188,1,0.475,0.96458333333333,0.64,bom
0.96388,1,0.979,0.475,0.38,ruim
0.82478,1,0.932,0.80416666666667,0.58,bom
0.33644,0.82468,0.781,0.40625,0.48,bom
0.5778,0.670195,0.855,0.28958333333333,0.33,bom
0.03204,0.000355,0.466,0.45208333333333,0.39,bom
0.28588,0.65563,0.601,0.25,0.37,ruim
0.55718,0.668125,0.981,0.060416666666667,0.29,bom
0.252,0.214035,0.514,0.33333333333333,0.58,bom
0.65584,1,0.551,0.052083333333333,0.21,ruim
0.96298,0.58719,0.942,0.56041666666667,0.5,bom
0.44794,0.584615,0.518,0.61041666666667,0.55,bom
0.46552,0.359605,0.104,0.48541666666667,0.62,bom
0.84098,1,0.562,0.1125,0.4,ruim
0.86874,0.04449,0.509,0.26875,0.4,bom
0.21066,0.27724,0.429,0.14791666666667,0.4,ruim
0.13156,0.019225,0.679,0.60416666666667,0.62,bom
0.64546,1,0.46,0.57916666666667,0.65,ruim
0.38434,0.85775,0.625,0.054166666666667,0.21,ruim
0.68156,0.223695,0.847,0.47916666666667,0.65,bom
0.73738,0.655755,0.462,0.46666666666667,0.6,bom
0.81018,1,0.565,0.70625,0.64,ruim
0.55364,1,0.21,0.41875,0.68,ruim
0.55954,0.997635,0.182,0.09375,0.62,ruim
0.298,0.714995,0.124,0.16875,0.55,ruim
0.61348,1,0.307,0.38958333333333,0.63,ruim
0.59044,0.717975,0.947,0.27916666666667,0.3,bom
0.57676,1,0.653,0.13541666666667,0.29,ruim
0.64044,0.756355,0.452,0.010416666666667,0.3,ruim
0.2245,0.36431,0.777,0.97916666666667,0.58,bom
0.65692,1,0.884,0.12291666666667,0.26,ruim
0.40818,0.17508,0.477,0.10625,0.23,bom
0.67544,0.615275,0.151,0.079166666666667,0.3,ruim
0.2062,0.217355,0.427,0.085416666666667,0.49,ruim
0.82184,0.195525,0.416,0.58541666666667,0.44,bom
0.48746,1,0.226,0.054166666666667,0.22,ruim
0.45926,0.555885,0.241,0.98333333333333,0.68,bom
0.5874,1,0.461,0.7875,0.69,ruim
0.07052,0.10344,0.637,0.095833333333333,0.66,bom
0.81538,1,0.446,0.097916666666667,0.4,ruim
0.67484,1,0.941,0.70416666666667,0.7,bom
0.50888,0.97297,0.58,0.020833333333333,0.69,ruim
0.36838,0.2641,0.182,0.50625,0.51,bom
0.4986,0.1647,0.242,0.06875,0.21,ruim
0.30136,0.038045,0.11,0.070833333333333,0.21,ruim
0.49858,0.04025,0.914,0.12708333333333,0.29,bom
0.50506,0.566665,0.912,0.43958333333333,0.5,bom
0.77218,1,0.392,0.10833333333333,0.4,ruim
0.69438,1,0.468,0.32083333333333,0.31,ruim
0.56612,0.26981,0.605,0.03125,0.51,bom
0.967,0.01374,0.395,0.010416666666667,0.2,bom
0.4495,0.256125,0.374,0.089583333333333,0.22,bom
0.2508,0.16875,0.221,0.56666666666667,0.53,bom
0.15516,0.232835,0.492,0.22708333333333,0.3,bom
0.50498,0.67161,0.802,0.12291666666667,0.31,bom
0.4865,1,0.423,0.43125,0.4,ruim
0.68516,1,0.439,0.28125,0.31,ruim
0.07814,0.00092,0.933,0.68125,0.59,bom
0.61276,0.393895,0.215,0.01875,0.22,ruim
0.53646,0.122635,0.443,0.92083333333333,0.66,bom
0.22976,0.397655,0.377,0.49166666666667,0.55,bom
0.74178,0.528785,0.167,0.0625,0.27,ruim
0.08922,0.052945,0.895,0.26875,0.37,bom
0.37562,0.21154,0.721,0.097916666666667,0.49,bom
0.4574,0.65526,0.782,0.71666666666667,0.65,bom
0.22414,0.11675,0.507,0.60208333333333,0.5,bom
0.38732,0.507795,0.608,0.5875,0.44,bom
0.61242,0.50781,0.355,0.00625,0.21,ruim
0.87182,1,0.752,0.19166666666667,0.44,ruim
0.24196,0.231335,0.181,0.125,0.24,ruim
0.85666,1,0.568,0.01875,0.54,ruim
0.69468,1,0.781,0.72708333333333,0.66,bom
0.27572,0.66431,0.349,0.00625,0.45,ruim
0.23764,0.325965,0.677,0.6625,0.56,bom
0.03434,0.017745,0.615,0.34583333333333,0.47,bom
0.05444,0.127825,0.737,0,0.18,bom
0.96302,0.72043,0.102,0.62916666666667,0.45,bom
0.32206,0.166545,0.23,0.9125,0.65,bom
0.07926,0.141295,0.747,0.475,0.4,bom
0.27714,0.016105,0.949,0.11875,0.69,bom
0.07116,0.09922,0.764,0.37916666666667,0.55,bom
0.2935,0.15083,0.764,0.75416666666667,0.5,bom
0.3614,0.01967,0.152,0.10416666666667,0.48,ruim
0.74834,0.241365,0.634,0.57083333333333,0.43,bom
0.12644,0.197295,0.87,0.25208333333333,0.44,bom
0.93402,1,0.199,0.9375,0.65,ruim
0.90508,1,0.958,0.29791666666667,0.4,ruim
0.31392,0.747965,0.887,0.0020833333333333,0.2,ruim
0.60476,1,0.93,0.10208333333333,0.31,ruim
0.89012,0.94567,0.901,0.36666666666667,0.59,bom
0.94492,0.322305,0.903,0.50208333333333,0.48,bom
0.40702,0.97063,0.847,0.35625,0.52,bom
0.11728,0.092485,0.128,0.11875,0.3,ruim
0.98434,1,0.384,0.375,0.48,ruim
0.2763,0.028535,0.383,0.12708333333333,0.36,bom
0.91794,0.214465,0.233,0,0.18,bom
0.93402,0.341305,0.732,0.016666666666667,0.21,bom
0.24654,0.384345,0.325,0.29583333333333,0.42,ruim
0.8524,1,0.393,0.15833333333333,0.39,ruim
0.30636,0.23921,0.515,0.079166666666667,0.23,bom
0.9978,0.95778,0.818,0.42083333333333,0.53,bom
0.07152,0.174885,0.573,0.27083333333333,0.44,bom
0.60844,1,0.133,0.20833333333333,0.27,ruim
0.93618,0.511245,0.55,0.01875,0.68,bom
0.87284,1,0.439,0.0041666666666667,0.44,ruim
0.75722,0.118165,0.529,0.45,0.51,bom
0.76992,1,0.287,0.045833333333333,0.2,ruim
0.40956,0.176035,0.981,0,0.18,bom
0.34988,0.737215,0.458,0.45833333333333,0.45,ruim
0.382,0.174965,0.274,0.1,0.49,ruim
0.86952,1,0.903,0.04375,0.31,ruim
0.13328,0.235555,0.502,0.15833333333333,0.41,bom
0.0315,0.072945,0.185,0.76875,0.67,bom
0.7261,0.195905,0.849,0.64166666666667,0.57,bom
0.37664,0.580895,0.805,0.54375,0.65,bom
0.53518,0.085735,0.396,0.1375,0.55,bom
0.54132,0.48723,0.262,0.054166666666667,0.23,ruim
0.50608,0.39142,0.592,0.99791666666667,0.64,bom
0.7351,0.13852,0.668,0.17708333333333,0.32,bom
0.10586,0.11684,0.971,0.35625,0.51,bom
0.17202,0.30315,0.546,0.72083333333333,0.67,bom
0.60966,0.42734,0.622,0.49791666666667,0.62,bom
0.81644,0.679155,0.939,0.045833333333333,0.24,bom
0.99996,1,0.147,0.13958333333333,0.62,ruim
0.73218,1,0.311,0.12708333333333,0.28,ruim
0.38822,0.904465,0.952,0.85208333333333,0.63,bom
0.91066,0.1872,0.674,0.09375,0.35,bom
0.43448,0.66151,0.196,0.42708333333333,0.4,ruim
0.9369,0.363245,0.87,0.21875,0.3,bom
0.95612,1,0.118,0.091666666666667,0.23,ruim
0.3527,0.108585,0.203,0.26875,0.33,bom
0.21802,0.51606,0.521,0,0.18,ruim
0.77042,0.545175,0.516,0.50208333333333,0.4,bom
0.85888,1,1,0.1125,0.33,ruim
0.97492,1,0.516,0.14166666666667,0.29,ruim
0.28894,0.52784,0.849,0.066666666666667,0.23,bom
0.88322,0.78358,0.607,0.039583333333333,0.36,ruim
0.85264,1,0.42,0.95416666666667,0.58,ruim
0.59132,0.45673,0.532,0,0.23,ruim
0.05092,0.04945,0.971,0.19791666666667,0.49,bom
0.26372,0.572505,0.733,0.10416666666667,0.43,bom
0.09992,0.047685,0.657,0.50833333333333,0.61,bom
0.05214,0.030555,0.567,0.022916666666667,0.32,bom
0.07642,0.170775,0.899,0.0375,0.32,bom
0.95072,0.6724,0.754,0.010416666666667,0.62,bom
0.67648,1,0.293,0.045833333333333,0.22,ruim
0.93746,0.852805,0.331,0.1625,0.26,ruim
0.32402,0.02045,0.139,0.079166666666667,0.32,ruim
0.92988,1,0.308,0.1875,0.51,ruim
0.32156,0.51506,0.459,0,0.18,ruim
0.57204,0.049185,0.243,0.38541666666667,0.59,bom
0.25,0.62099,0.829,0.39375,0.62,bom
0.50894,0.57393,0.856,0.035416666666667,0.66,bom
0.54224,0.411425,0.662,0.50833333333333,0.6,bom
0.20476,0.154445,0.733,0.11666666666667,0.26,bom
0.5798,0.968215,0.569,0.077083333333333,0.27,ruim
0.52946,0.618965,0.104,0.054166666666667,0.21,ruim
0.83018,1,0.508,0.64166666666667,0.67,ruim
0.20102,0.011235,0.774,0.064583333333333,0.25,bom
0.49794,0.35388,0.811,0.41041666666667,0.38,bom
0.36352,0.845925,0.174,0.31666666666667,0.45,ruim
0.27044,0.369855,0.611,0.097916666666667,0.22,bom
0.06628,0.084195,0.755,0.17083333333333,0.43,bom
0.99296,1,0.717,0.095833333333333,0.22,ruim
0.8109,1,0.291,0.9125,0.61,ruim
0.33046,0.717065,0.133,0.24375,0.63,ruim
0.53458,1,0.609,0.1,0.37,ruim
0.4082,0.276665,0.266,0.047916666666667,0.2,ruim
0.93188,0.481695,0.602,0.99166666666667,0.69,bom
0.65874,1,0.153,0.4,0.61,ruim
0.62344,0.929265,0.332,0.87708333333333,0.68,bom
0.20854,0.45414,0.925,0.14583333333333,0.4,bom
0.49224,0.214065,0.624,0.19166666666667,0.33,bom
0.22898,0.30976,0.324,0.13958333333333,0.26,ruim
0.25208,0.06821,0.964,0,0.2,bom
0.9612,1,0.986,0.81666666666667,0.53,bom
0.0502,0.11702,0.576,0.2875,0.42,bom
0.73706,1,0.786,0.058333333333333,0.23,ruim
0.85938,0.56846,0.572,0.40208333333333,0.44,bom
0.08622,0.13962,0.878,0.0020833333333333,0.3,bom
0.88102,0.55509,0.242,0.085416666666667,0.24,ruim
0.59278,0.14346,0.334,0.44166666666667,0.69,bom
0.84828,0.65256,0.595,0.027083333333333,0.21,ruim
0.2307,0.389385,0.232,0.4125,0.37,ruim
0.93886,0.92505,0.518,0.0041666666666667,0.19,ruim
0.39978,0.89557,0.281,0.12291666666667,0.25,ruim
0.81456,1,0.706,0.475,0.6,ruim
0.86766,0.890025,0.102,0.0041666666666667,0.2,ruim
0.83524,0.065665,0.311,0.24583333333333,0.41,bom
0.11126,0.10151,0.512,0.014583333333333,0.45,bom
0.25648,0.138795,0.274,0.2625,0.41,bom
0.38354,0.80279,0.9,0.10833333333333,0.54,bom
0.88686,1,0.268,0.14166666666667,0.57,ruim
0.66644,0.86866,0.202,0.21458333333333,0.33,ruim
0.78218,0.85833,0.999,0.59791666666667,0.44,bom
0.29574,0.016345,0.272,0.51458333333333,0.49,bom
0.77236,0.362455,0.547,0.0020833333333333,0.37,bom
0.79774,1,0.96,0.010416666666667,0.2,ruim
0.84254,1,0.841,0.39166666666667,0.7,ruim
0.6277,0.971565,0.242,0.15625,0.35,ruim
0.5383,0.48567,0.118,0.18333333333333,0.6,ruim
0.86558,1,0.701,0.0125,0.52,ruim
0.09444,0.206405,0.941,0.15625,0.34,bom
0.95764,1,0.166,0.77083333333333,0.54,ruim
0.76456,1,0.569,0.091666666666667,0.22,ruim
0.2449,0.25272,0.153,0.65833333333333,0.63,bom
0.4998,0.0053,0.901,0.29791666666667,0.67,bom
0.39024,0.11091,0.969,0.39583333333333,0.62,bom
0.62882,0.201775,0.681,0.61041666666667,0.44,bom
0.67304,1,0.834,0.37708333333333,0.34,ruim
0.20946,0.376825,0.528,0.68541666666667,0.47,bom
0.56782,0.579025,0.424,0.37916666666667,0.69,bom
0.62282,1,0.8,0.36875,0.5,ruim
0.25644,0.38598,0.215,0.072916666666667,0.52,ruim
0.96802,1,0.792,0.4375,0.51,ruim
0.03302,0.01594,0.62,0.058333333333333,0.28,bom
0.64472,0.782445,0.104,0.025,0.27,ruim
0.46044,0.67677,0.246,0.70208333333333,0.56,bom
0.75196,1,0.256,0.7875,0.69,ruim
0.7514,1,0.669,0.0125,0.33,ruim
0.4185,0.58267,0.604,0.27291666666667,0.56,bom
0.51362,0.21562,0.132,0.37291666666667,0.61,bom
0.43344,0.48122,0.172,0.10208333333333,0.23,ruim
0.33388,0.374945,0.802,0.0083333333333333,0.23,bom
0.61408,0.29343,0.998,0.39375,0.45,bom
0.3909,0.07146,0.743,0.27708333333333,0.47,bom
0.95956,1,0.962,0.064583333333333,0.28,ruim
0.8442,0.16424,0.25,0.21875,0.37,bom
0.12942,0.261705,0.189,0.0083333333333333,0.21,ruim
0.67404,0.933725,0.279,0.12708333333333,0.37,ruim
0.44402,0.99077,0.413,0.09375,0.29,ruim
0.53034,0.61849,0.767,0.93958333333333,0.7,bom
0.85142,1,0.631,0.75416666666667,0.7,bom
0.88742,0.1543,0.874,0.37708333333333,0.34,bom
0.04952,0.085085,0.116,0.70833333333333,0.55,bom
0.32084,0.34508,0.112,0.014583333333333,0.46,ruim
0.18768,0.184175,0.808,0.11041666666667,0.54,bom
0.94932,0.6925,0.432,0.00625,0.2,ruim
0.60966,0.716155,0.475,0.8,0.56,bom
0.92584,1,0.159,0.54583333333333,0.61,ruim
0.81314,0.10981,0.531,0.0375,0.35,bom
0.41528,0.938615,0.563,0,0.18,ruim
0.32744,0.623775,0.636,0.55625,0.7,bom
0.54718,1,0.119,0.59583333333333,0.51,ruim
0.06222,0.02254,0.232,0.91458333333333,0.55,bom
0.14014,0.263745,0.529,0,0.18,ruim
0.42706,0.120745,0.133,0.41041666666667,0.67,bom
0.18794,0.009465,0.195,0.016666666666667,0.2,ruim
0.7783,1,0.11,0.26041666666667,0.46,ruim
0.58054,0.117635,0.185,0.022916666666667,0.39,ruim
0.10996,0.207465,0.415,0.10625,0.29,ruim
0.87068,1,0.712,0.35625,0.41,ruim
0.0828,0.163715,0.681,0.21666666666667,0.32,bom
0.90308,0.023445,0.297,0.010416666666667,0.59,bom
0.0372,0.09296,0.18,0.11458333333333,0.23,ruim
0.58492,0.08695,0.803,0.0125,0.19,bom
0.98474,0.05694,0.439,0.054166666666667,0.22,bom
0.52284,1,0.567,0.27916666666667,0.38,ruim
0.0998,0.164205,0.233,0.15416666666667,0.34,ruim
0.20158,0.118605,0.853,0.20833333333333,0.44,bom
0.14226,0.28107,0.352,0.1,0.35,ruim
0.1814,0.06756,0.253,0.99791666666667,0.64,bom
0.403,0.88832,0.854,0.25416666666667,0.47,bom
0.13594,0.154755,0.275,0.10416666666667,0.26,ruim
0.81424,1,0.964,0.22916666666667,0.4,ruim
0.21064,0.047515,0.879,0.27708333333333,0.44,bom
